0.38,1.5113953349,0,1.6231780657,0
0.39,1.5066511147,0,1.6249060865,0
0.4,1.5102990831,0,1.6151830768,0
0.41,1.5073154949,0,1.6158428612,0
0.42,1.5018850717,0,1.6161804287,0
0.43,1.5054851519,0,1.6116473509,0
0.44,1.495341553,0,1.6019480081,0
0.45,1.4956637674,0,1.6007467013,0
0.46,1.4916564118,0,1.598938521,0
0.47,1.4954656896,0,1.6005335459,0
0.48,1.4969259147,0,1.5964884214,0
0.49,1.4967038058,0,1.5958519649,0
0.5,1.4957378392,0,1.5934817741,0
0.51,1.4873565329,0,1.5955498054,0
0.52,1.4904802096,0,1.5876619471,0
0.53,1.4851296532,0,1.5922636644,0
0.54,1.4864601344,0,1.5854944234,0
0.55,1.4879604741,0,1.5859545829,0
0.56,1.4820941147,0,1.5884394016,0
0.57,1.4835243359,0,1.5832322361,0
0.58,1.4826328836,0,1.5883329534,0
0.59,1.4874459662,0,1.5843061728,0
0.6,1.4891923777,0,1.5834924495,0
0.61,1.4855179631,0,1.5785107,0
0.62,1.4860044004,0,1.578700136,0
0.63,1.4835209705,0,1.5840570138,0
0.64,1.4839175325,0,1.57770051,0
0.65,1.4836318364,0,1.5754323064,0
0.66,1.4797537865,0,1.5754580813,0
0.67,1.4847061761,0,1.5784987612,0
0.68,1.4813190679,0,1.574408197,0
0.69,1.4838023473,0,1.5712711602,0
0.7,1.4807281215,0,1.5760781038,0
0.71,1.4840724191,0,1.5782581935,0
0.72,1.4853518885,0,1.578363843,0
0.73,1.4768539285,0,1.5788472284,0
0.74,1.4829747904,0,1.5746111514,0
0.75,1.4820505534,0,1.5769792883,0
0.76,1.4841849649,0,1.5681417641,0
0.77,1.4751920284,0,1.5731020102,0
0.78,1.4814801419,0,1.5752773625,0
