0.706999,0.706999,0.0174524
0.683375,0.721897,0.10892
0.654512,0.730221,0.195936
0.621995,0.732761,0.276013
0.587331,0.730682,0.348061
0.551705,0.725164,0.412018
0.515939,0.717233,0.468383
0.480569,0.707707,0.517885
0.445914,0.697218,0.561292
0.412153,0.686244,0.599332
0.379372,0.675148,0.632655
0.347593,0.664201,0.661828
0.3168,0.653609,0.687338
0.28695,0.643528,0.7096
0.257984,0.634077,0.728965
0.229833,0.625347,0.745733
0.202423,0.617407,0.760154
0.175672,0.61031,0.772438
0.149501,0.604096,0.782763
0.123827,0.598795,0.791272
0.0985658,0.594432,0.798082
0.0736354,0.591022,0.803287
0.0489528,0.588579,0.806956
0.0244352,0.58711,0.809139
7.42575e-017,0.586619,0.809863
-0.0244352,0.58711,0.809139
-0.0489528,0.588579,0.806956
-0.0736354,0.591022,0.803287
-0.0985658,0.594432,0.798082
-0.123827,0.598795,0.791272
-0.149501,0.604096,0.782763
-0.175672,0.61031,0.772438
-0.202423,0.617407,0.760154
-0.229833,0.625347,0.745733
-0.257984,0.634077,0.728965
-0.28695,0.643528,0.7096
-0.3168,0.653609,0.687338
-0.347593,0.664201,0.661828
-0.379372,0.675148,0.632655
-0.412153,0.686244,0.599332
-0.445914,0.697218,0.561292
-0.480569,0.707707,0.517885
-0.515939,0.717233,0.468383
-0.551705,0.725164,0.412018
-0.587331,0.730682,0.348061
-0.621995,0.732761,0.276013
-0.654512,0.730221,0.195936
-0.683375,0.721897,0.10892
-0.706999,0.706999,0.0174524
