0.706999, 0.706999, 0.0174524, 1.55334, 0.785398 
0.676606, 0.716315, 0.170578, 1.39938, 0.813898 
0.634049, 0.709658, 0.307195, 1.25855, 0.841608 
0.585692, 0.692084, 0.421881, 1.13528, 0.86847 
0.535966, 0.668341, 0.51581, 1.02884, 0.894876 
0.487256, 0.641706, 0.59228, 0.936911, 0.92136 
0.440682, 0.614227, 0.654618, 0.857119, 0.94845 
0.396683, 0.587151, 0.705617, 0.787502, 0.976631 
0.355352, 0.561233, 0.747491, 0.726519, 1.00635 
0.316606, 0.536925, 0.781967, 0.672981, 1.03801 
0.280271, 0.514497, 0.810396, 0.625969, 1.07199 
0.246135, 0.494105, 0.833833, 0.584781, 1.10864 
0.213966, 0.475834, 0.853112, 0.548875, 1.14822 
0.183529, 0.459724, 0.86889, 0.51784, 1.19097 
0.154591, 0.44579, 0.881688, 0.491369, 1.23699 
0.126922, 0.434029, 0.891914, 0.469237, 1.2863 
0.100299, 0.424432, 0.899888, 0.451284, 1.33874 
0.0745056, 0.416985, 0.905854, 0.437404, 1.39399 
0.0493296, 0.411677, 0.909994, 0.427528, 1.45154 
0.0245629, 0.408497, 0.912429, 0.421615, 1.51074 
6.8262e-18, 0.407438, 0.913233, 0.419647, 1.5708 
-0.0245629, 0.408497, 0.912429, 0.421615, 1.63085 
-0.0493296, 0.411677, 0.909994, 0.427528, 1.69005 
-0.0745056, 0.416985, 0.905854, 0.437404, 1.74761 
-0.100299, 0.424432, 0.899888, 0.451284, 1.80285 
-0.126922, 0.434029, 0.891914, 0.469237, 1.85529 
-0.154591, 0.44579, 0.881688, 0.491369, 1.9046 
-0.183529, 0.459724, 0.86889, 0.51784, 1.95063 
-0.213966, 0.475834, 0.853112, 0.548875, 1.99337 
-0.246135, 0.494105, 0.833833, 0.584781, 2.03296 
-0.280271, 0.514497, 0.810396, 0.625969, 2.0696 
-0.316606, 0.536925, 0.781967, 0.672981, 2.10358 
-0.355352, 0.561233, 0.747491, 0.726519, 2.13524 
-0.396683, 0.587151, 0.705617, 0.787502, 2.16496 
-0.440682, 0.614227, 0.654618, 0.857119, 2.19314 
-0.487256, 0.641706, 0.59228, 0.936911, 2.22023 
-0.535966, 0.668341, 0.51581, 1.02884, 2.24672 
-0.585692, 0.692084, 0.421881, 1.13528, 2.27312 
-0.634049, 0.709658, 0.307195, 1.25855, 2.29998 
-0.676606, 0.716315, 0.170578, 1.39938, 2.3277 
-0.706999, 0.706999, 0.0174524, 1.55334, 2.35619 
